1	1675701397.366389062	127.0.0.1	62558	127.0.0.1	80	0
2	1675701397.367288472	127.0.0.1	19550	127.0.0.1	80	0
3	1675701397.368173708	127.0.0.1	63314	127.0.0.1	80	0
4	1675701397.369145631	127.0.0.1	34942	127.0.0.1	80	0
